sub_ms_class,frontge_lot,area_lot,shape_lot,slopeland,style_house,ovl_quality,ovl_condition,year_constructed,year_remod,masvnrarea,exterqual,extercond,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heatingqc,centralair,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplacequ,garagetype,garagefinish,garagecars,garagequal,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,miscval,mosold,yrsold,zoning_ms_FV,zoning_ms_RH,zoning_ms_RL,zoning_ms_RM,streetname_Pave,contour_land_HLS,contour_land_Low,contour_land_Lvl,util_NoSeWa,configlot_CulDSac,configlot_FR2,configlot_FR3,configlot_Inside,electrical_FuseF,electrical_FuseP,electrical_Mix,electrical_SBrkr,type_building_2fmCon,type_building_Duplex,type_building_Twnhs,type_building_TwnhsE,saleprice
60,70.06040268456375,9765,2,1,4,6,8,1993,1993,68.0,0,1,2,1,4,2,310,6,0,370,680,1,1,680,790,0,1470,0,0,2,1,3,1,2,6,0,3,4,1,2,3,0,232,63,0,0,0,0,480,4,2009,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,185000
50,81.0,15593,0,1,3,7,4,1953,1953,0.0,1,2,3,1,4,3,603,6,0,701,1304,2,1,1304,983,0,2287,0,0,2,0,3,1,2,7,0,3,2,1,2,3,0,0,21,114,0,0,0,0,7,2006,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,225000
20,57.0,8280,1,1,1,6,5,1950,1950,0.0,2,2,3,1,4,6,0,6,0,932,932,0,1,932,0,0,932,0,0,1,0,2,1,1,4,0,4,2,3,1,3,0,0,0,214,0,0,0,0,11,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,124000
20,70.0,7700,0,1,1,5,5,1972,1972,0.0,2,2,3,1,4,5,138,4,468,276,882,2,1,882,0,0,882,1,0,1,0,3,1,2,5,0,0,6,3,2,3,0,96,0,0,0,0,0,0,3,2007,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,112500
20,87.0,10000,1,1,1,6,6,1962,1962,261.0,2,2,3,1,4,6,0,6,0,1116,1116,2,1,1116,0,0,1116,0,0,1,1,3,1,2,5,0,0,2,3,2,3,0,0,0,0,0,385,0,0,2,2010,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,160000
20,90.0,14115,1,1,1,6,7,1956,2004,0.0,2,2,3,1,4,2,296,1,547,230,1073,0,1,1811,0,0,1811,0,0,1,0,2,1,0,6,0,4,2,1,2,3,0,0,0,280,0,0,0,0,7,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,230000
20,88.0,12803,1,1,1,7,5,2002,2002,99.0,1,2,2,1,3,1,922,6,0,572,1494,0,1,1494,0,0,1494,1,0,2,0,3,1,1,6,0,3,2,2,2,3,0,192,36,0,0,0,0,0,9,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,221000
60,85.0,14191,0,1,4,8,5,2002,2002,0.0,1,2,2,1,4,6,0,6,0,967,967,0,1,993,915,0,1908,0,0,2,1,4,1,1,9,0,0,2,1,2,3,0,135,0,0,0,0,0,0,4,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,202900
60,90.0,11700,0,1,4,6,6,1968,1968,365.0,1,2,3,1,4,2,384,4,175,143,702,1,1,1041,702,0,1743,0,1,1,2,3,1,2,7,0,4,2,3,2,3,0,224,0,0,0,0,0,0,6,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,175000
20,70.06040268456375,11553,1,1,1,5,5,1968,1968,188.0,2,2,3,1,4,3,673,6,0,378,1051,2,1,1159,0,0,1159,0,0,1,1,3,1,2,7,0,2,2,3,1,3,0,466,0,0,0,0,0,0,7,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,158000
20,70.06040268456375,9248,1,1,1,6,6,1992,1992,106.0,2,2,2,1,4,1,560,6,0,598,1158,1,1,1167,0,0,1167,1,0,2,0,3,1,1,6,0,0,2,2,2,3,0,120,26,0,0,0,0,0,7,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,173000
80,65.0,10482,0,1,7,6,8,1958,1958,63.0,2,1,3,1,2,1,507,6,0,81,588,0,1,1138,0,0,1138,0,1,1,0,3,1,2,6,0,0,2,2,1,3,0,224,0,0,0,0,0,0,6,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,145000
90,70.0,9100,0,1,1,5,5,1963,1963,336.0,2,2,3,1,4,4,1332,6,0,396,1728,2,1,1728,0,0,1728,1,0,2,0,6,2,2,10,0,0,6,3,2,3,0,0,0,0,0,0,0,0,11,2006,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,125000
160,70.06040268456375,5062,1,1,4,7,5,1984,1984,0.0,1,2,2,1,3,1,828,5,182,180,1190,1,1,1190,900,0,2090,1,0,2,0,3,1,1,6,1,3,2,1,2,3,0,219,0,0,0,0,0,0,9,2007,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,207500
50,75.0,13710,0,1,3,5,5,1950,1950,0.0,2,2,3,1,4,3,420,6,0,490,910,2,1,910,648,0,1558,0,0,1,1,4,1,2,6,0,0,2,3,1,3,0,289,0,0,0,0,0,0,6,2007,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,152000
160,36.0,2592,0,1,4,5,3,1976,1976,0.0,2,2,2,1,4,4,129,3,232,175,536,2,1,536,576,0,1112,0,0,1,1,3,1,2,4,0,0,2,3,1,3,0,182,0,0,0,0,0,0,4,2010,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,85000
160,75.0,10762,0,1,4,6,6,1980,1980,0.0,2,2,2,1,4,6,0,6,0,626,626,2,1,626,591,0,1217,0,0,1,1,3,1,2,6,0,3,2,2,1,3,0,0,28,0,0,0,0,0,4,2009,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,120000
50,60.0,9600,0,1,3,5,8,1925,1994,0.0,2,2,3,1,3,6,0,6,0,702,702,1,1,842,630,0,1472,0,0,1,0,3,1,1,6,0,0,6,3,1,3,1,0,0,84,0,0,0,0,7,2007,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,125000
70,70.06040268456375,7500,1,1,4,6,7,1942,1950,0.0,2,2,3,1,4,3,547,6,0,224,771,3,1,753,741,0,1494,0,0,1,0,3,1,1,7,0,4,2,3,1,3,1,0,0,0,0,224,0,0,11,2009,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,177500
120,70.06040268456375,6820,1,1,1,8,5,1985,1985,0.0,1,2,2,1,2,1,368,3,1120,0,1488,2,1,1502,0,0,1502,1,0,1,1,1,1,1,4,0,0,2,2,2,3,0,0,54,0,0,140,0,0,6,2010,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,212000
160,41.0,2665,0,1,4,5,6,1977,1977,0.0,2,2,3,1,4,2,548,4,173,36,757,0,1,925,550,0,1475,0,0,2,0,4,1,2,6,0,3,2,2,1,3,0,104,26,0,0,0,0,0,7,2006,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,127000
60,69.0,7590,0,1,4,5,5,1962,1962,288.0,2,2,3,1,4,2,540,6,0,324,864,2,1,876,936,0,1812,0,0,2,0,4,1,2,8,0,3,2,2,1,3,0,0,168,0,0,0,0,0,7,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,169500
90,67.0,8777,0,1,3,5,7,1900,2003,0.0,2,2,3,1,4,2,1084,6,0,188,1272,1,1,1272,928,0,2200,2,0,2,2,4,2,2,9,0,0,7,4,0,6,2,0,70,0,0,0,0,0,9,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,145900
20,85.0,13175,0,1,1,6,6,1978,1988,119.0,2,2,2,1,4,2,790,4,163,589,1542,2,1,2073,0,0,2073,1,0,2,0,3,1,2,7,1,3,2,3,2,3,0,349,0,0,0,0,0,0,2,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,210000
20,70.06040268456375,11250,1,1,1,6,6,1977,1977,0.0,1,2,2,1,4,2,767,6,0,441,1208,2,1,1208,0,0,1208,1,0,1,1,3,1,2,6,0,3,2,2,2,3,0,198,42,0,0,0,0,0,6,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,165000
20,80.0,11600,0,1,1,6,5,1960,1960,175.0,2,2,3,1,4,4,565,6,0,818,1383,2,1,1383,0,0,1383,0,0,1,1,3,1,2,7,0,0,2,2,1,3,0,0,45,0,0,0,0,0,4,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,145250
120,70.06040268456375,5814,1,1,1,8,5,1984,1984,0.0,1,2,2,1,2,1,1036,6,0,184,1220,1,1,1360,0,0,1360,1,0,1,0,1,1,1,4,0,5,2,2,2,3,0,63,0,0,0,0,0,0,8,2009,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,187500
20,80.0,10000,0,1,1,5,6,1961,1983,0.0,2,2,3,1,4,3,594,6,0,270,864,0,1,1144,0,0,1144,1,0,1,0,3,1,2,6,0,3,2,2,1,3,0,165,0,0,0,0,0,400,3,2009,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,131400
20,65.0,8450,0,1,1,7,5,2003,2003,0.0,1,2,2,1,3,1,699,6,0,638,1337,0,1,1337,0,0,1337,1,0,2,0,3,1,1,6,0,0,2,2,2,3,0,0,39,0,0,0,0,0,10,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,185000
50,60.0,9900,0,1,3,6,7,1940,1950,0.0,2,2,3,1,4,6,0,6,0,778,778,2,1,944,545,0,1489,0,0,2,0,3,1,2,7,0,4,6,3,1,3,0,335,0,0,0,0,0,0,7,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,139500
160,34.0,3230,0,1,4,6,5,1999,1999,894.0,2,2,2,1,4,1,381,6,0,348,729,1,1,742,729,0,1471,0,0,2,1,3,1,2,6,0,0,6,3,2,3,0,0,24,0,0,0,0,0,3,2009,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,172500
50,58.0,8410,0,1,3,5,3,1910,1996,0.0,2,3,3,1,4,6,0,6,0,658,658,2,1,658,526,0,1184,0,0,1,0,5,1,2,8,0,0,7,4,0,6,2,0,151,0,0,0,0,0,5,2006,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,81000
20,86.0,13286,1,1,1,9,5,2007,2008,340.0,0,2,1,1,4,1,1234,6,0,464,1698,0,1,1698,0,0,1698,1,0,2,0,3,1,0,8,0,4,2,1,3,3,0,327,64,0,0,0,0,0,2,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,320000
50,60.0,8400,0,1,3,6,5,1925,1950,0.0,2,2,3,1,4,4,423,6,0,758,1181,3,1,1390,304,0,1694,0,0,2,0,4,1,2,7,0,4,6,3,2,3,0,342,0,128,0,0,0,0,6,2008,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,136500
50,60.0,9600,0,1,3,6,5,1924,1950,0.0,2,2,3,1,4,6,0,6,0,572,572,3,0,572,524,0,1096,0,0,1,0,2,1,2,5,0,0,7,4,0,6,2,0,8,128,0,0,0,0,4,2008,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,79000
60,70.06040268456375,11885,0,1,4,8,5,2001,2001,108.0,1,2,2,1,2,1,990,6,0,309,1299,0,1,1299,573,0,1872,1,0,2,1,3,1,0,7,0,3,4,2,2,3,0,160,122,0,0,0,0,0,11,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,261500
60,89.0,11645,1,1,4,7,5,2004,2004,0.0,1,2,2,1,4,6,0,6,0,860,860,0,1,860,860,0,1720,0,0,2,1,3,1,1,7,0,0,2,2,2,3,0,0,70,0,0,0,0,0,8,2006,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,196500
60,70.06040268456375,13517,1,1,4,6,8,1976,2005,289.0,1,2,3,1,4,1,533,6,0,192,725,0,1,725,754,0,1479,0,0,2,1,3,1,1,6,0,0,2,2,2,3,0,0,44,0,0,0,0,0,3,2010,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,130500
60,96.0,11308,1,1,4,9,5,2008,2008,154.0,0,2,1,1,2,1,936,6,0,168,1104,0,1,1130,1054,0,2184,1,0,2,1,3,1,0,10,0,4,2,1,3,3,0,0,102,0,0,0,0,0,7,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,335000
80,70.06040268456375,7750,0,1,7,8,5,2002,2002,0.0,1,2,2,1,4,1,353,6,0,55,408,0,1,779,640,0,1419,1,0,2,1,3,1,1,7,0,3,4,1,2,3,0,120,0,0,0,0,0,0,3,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,184100
70,70.06040268456375,5100,0,1,4,8,7,1925,1996,0.0,2,1,3,1,4,6,0,6,0,588,588,3,1,833,833,0,1666,0,0,1,0,3,1,1,7,0,4,6,3,1,3,0,192,63,0,0,0,0,0,6,2008,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,161000
30,50.0,6000,0,1,1,6,6,1925,1980,0.0,2,1,3,1,4,3,397,6,0,706,1103,1,1,1103,0,0,1103,0,0,1,0,2,1,1,5,0,4,6,3,2,3,0,166,120,0,0,0,0,0,7,2006,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,110500
190,60.0,10800,0,1,3,6,7,1905,2000,0.0,2,2,4,1,4,6,0,6,0,482,482,0,0,1221,691,0,1912,0,0,2,0,3,2,2,7,0,3,6,3,2,2,0,0,25,212,0,0,0,0,4,2008,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,163000
160,36.0,2628,0,1,4,7,5,2003,2003,106.0,1,2,2,1,4,6,0,6,0,764,764,0,1,764,862,0,1626,0,0,2,1,2,1,1,6,0,0,4,2,2,3,0,0,27,0,0,0,0,0,6,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,175500
20,93.0,9382,1,1,1,7,5,1999,2000,125.0,1,2,2,1,4,6,0,6,0,1468,1468,0,1,1479,0,0,1479,0,0,2,0,3,1,1,6,0,0,2,2,2,3,0,120,25,0,0,0,0,0,7,2008,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,191000
20,100.0,12000,0,1,1,5,7,1948,2005,0.0,2,2,3,1,4,1,144,2,608,172,924,0,1,1122,0,0,1122,1,0,1,0,2,1,1,6,0,0,2,3,2,3,0,0,36,0,0,0,0,0,5,2008,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,147000
20,60.0,9600,0,1,1,4,7,1950,1995,0.0,2,2,2,1,4,3,442,6,0,625,1067,2,1,1067,0,0,1067,0,0,2,0,2,1,1,4,2,0,2,3,2,3,0,290,0,0,0,0,0,0,2,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,128000
20,70.06040268456375,15611,1,1,1,5,6,1977,1977,0.0,2,2,2,1,2,2,767,5,93,266,1126,2,1,1126,0,0,1126,0,1,2,0,3,1,0,6,0,0,2,2,2,3,0,180,0,0,0,0,0,0,3,2008,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,175000
50,70.06040268456375,7758,0,1,3,7,4,1931,1950,600.0,2,3,3,1,4,5,224,6,0,816,1040,0,1,1226,592,0,1818,0,0,1,1,4,1,2,7,0,3,6,3,1,3,0,0,0,0,0,184,0,0,6,2007,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,169500
60,85.0,11475,0,1,4,6,6,1975,1975,0.0,2,2,2,1,4,2,550,6,0,163,713,2,1,811,741,0,1552,1,0,2,1,3,1,2,6,0,3,2,2,2,3,0,209,208,0,0,0,0,0,2,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,179900
85,60.0,7200,0,1,8,5,8,1972,2003,0.0,2,1,2,1,2,1,660,6,0,108,768,1,1,768,0,0,768,0,1,1,0,2,1,2,5,0,0,6,1,1,3,0,192,0,0,0,0,0,0,4,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,133900
70,96.0,13132,0,1,4,5,5,1914,1950,0.0,2,2,2,1,3,6,0,6,0,747,747,1,1,892,892,0,1784,0,0,1,1,4,1,2,9,0,0,6,3,1,4,2,203,40,0,0,0,0,0,7,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,138887
60,71.0,7056,0,1,4,6,5,1963,1963,415.0,2,2,3,1,4,3,400,6,0,380,780,2,1,983,813,0,1796,1,0,1,1,4,1,2,8,0,3,2,2,2,3,0,0,50,0,0,0,0,0,10,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,140000
85,73.0,9069,0,1,8,6,6,1992,1992,0.0,2,2,2,1,2,1,747,6,0,189,936,0,1,996,0,0,996,1,0,1,0,2,1,1,5,0,0,2,3,2,3,0,120,0,0,0,0,0,0,4,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,147000
20,60.0,11100,0,1,1,4,7,1946,2006,0.0,2,2,5,5,5,7,0,7,0,0,0,0,1,930,0,0,930,0,0,1,0,2,1,1,6,0,0,6,3,1,3,0,0,0,0,0,0,0,0,4,2010,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,84900
60,75.0,7950,1,1,4,6,6,1977,1977,140.0,2,2,3,1,4,3,535,6,0,155,690,2,1,698,728,0,1426,0,0,1,1,3,1,2,6,0,0,2,1,2,3,0,252,0,0,0,0,0,0,7,2009,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,159500
60,103.0,13125,1,1,4,7,5,1991,1991,0.0,1,2,1,1,3,3,48,1,634,422,1104,0,1,912,1215,0,2127,1,0,2,1,4,1,1,8,0,3,2,2,3,3,0,72,192,224,0,0,0,0,11,2007,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,238000
20,70.06040268456375,8926,1,1,1,4,3,1956,1956,0.0,2,2,3,1,4,6,0,6,0,672,672,0,1,960,0,0,960,0,0,1,0,3,1,2,5,0,0,3,3,1,3,0,64,0,0,0,160,0,0,10,2009,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112000
120,59.0,4282,2,1,1,7,5,2004,2004,0.0,1,2,2,1,3,1,16,6,0,1375,1391,0,1,1391,0,0,1391,0,0,2,0,2,1,1,5,0,0,2,2,2,3,0,156,158,0,0,0,0,0,7,2008,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,196000
20,63.0,8487,0,1,1,7,5,2004,2004,210.0,1,2,2,1,2,1,20,6,0,1480,1500,0,1,1500,0,0,1500,0,0,2,0,3,1,1,6,0,0,2,2,2,3,0,192,36,0,0,0,0,0,8,2009,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,190000
20,74.0,8892,0,1,1,5,7,1953,1996,0.0,1,2,3,1,2,6,0,6,0,105,105,1,1,910,0,0,910,0,0,1,0,3,1,1,5,0,0,2,3,2,3,0,196,0,150,0,0,0,0,10,2008,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,116000
120,70.06040268456375,4435,0,1,1,6,5,2003,2004,170.0,1,2,2,1,2,1,685,6,0,163,848,0,1,848,0,0,848,1,0,1,0,1,1,1,4,0,0,2,1,2,3,0,140,0,0,0,0,0,0,6,2009,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,144000
80,70.0,7910,0,1,7,5,5,1960,1960,0.0,2,2,3,1,4,2,666,6,0,409,1075,1,1,1507,0,0,1507,0,0,2,0,4,1,2,7,4,0,3,3,1,3,0,0,0,0,0,0,0,0,8,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,127000
20,70.06040268456375,11241,1,1,1,6,7,1970,1970,180.0,2,2,3,1,4,2,578,6,0,426,1004,0,1,1004,0,0,1004,1,0,1,0,2,1,2,5,0,3,2,1,2,3,0,0,0,0,0,0,0,700,3,2010,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,149000
160,32.0,3363,0,1,4,7,5,2004,2004,117.0,1,2,2,1,4,6,0,6,0,976,976,0,1,976,732,0,1708,0,0,2,0,3,1,1,7,4,0,6,3,2,3,0,0,40,0,0,0,0,0,4,2006,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,130000
70,50.0,2500,0,1,4,7,8,1915,2005,0.0,1,2,3,1,4,2,299,6,0,611,910,0,1,916,910,0,1826,1,0,1,1,4,1,0,7,2,4,2,3,1,4,0,0,0,0,0,0,0,0,6,2009,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,155000
20,66.0,13695,0,1,1,6,5,2003,2004,0.0,2,2,2,1,4,1,814,6,0,300,1114,0,1,1114,0,0,1114,1,0,1,0,3,1,1,6,0,0,6,3,2,3,0,0,78,0,0,0,0,0,7,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,155000
50,85.0,14115,1,1,3,5,5,1993,1995,0.0,2,2,2,1,4,1,732,6,0,64,796,0,1,796,566,0,1362,1,0,1,1,1,1,2,5,0,0,2,3,2,3,0,40,30,0,320,0,0,700,10,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,143000
50,79.0,12327,1,2,3,8,8,1983,2009,0.0,1,2,2,1,1,1,1441,6,0,55,1496,0,1,1496,636,0,2132,1,0,1,1,1,1,1,5,2,4,4,1,2,2,0,349,40,0,0,0,0,0,9,2009,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,316600
60,60.0,3378,0,1,4,7,8,1946,1992,0.0,2,1,3,1,4,6,0,6,0,651,651,1,1,707,682,0,1389,0,0,1,1,3,1,2,6,0,4,6,3,1,3,1,0,0,126,0,0,0,0,9,2009,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,135000
20,99.0,7094,1,1,1,5,5,1966,1966,0.0,2,2,3,1,4,4,180,5,374,340,894,2,1,894,0,0,894,0,0,1,0,3,1,2,5,0,0,6,2,1,3,0,0,0,0,0,0,0,0,5,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,125000
45,50.0,6130,0,1,2,5,6,1924,1950,0.0,2,2,3,1,4,2,784,6,0,0,784,1,1,784,0,0,784,1,0,1,0,2,1,1,5,0,0,7,4,0,6,0,0,0,116,0,0,0,0,5,2008,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,109500
60,71.0,7795,1,1,4,7,5,2004,2005,0.0,1,2,2,1,4,1,425,6,0,291,716,0,1,716,716,0,1432,1,0,2,1,3,1,1,6,0,4,2,1,2,3,0,100,51,0,0,0,0,0,7,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,188500
50,70.06040268456375,5700,0,1,3,7,7,1926,1950,0.0,2,2,3,1,4,6,0,6,0,572,572,2,1,572,539,0,1111,0,0,1,0,2,1,2,5,0,4,6,3,1,3,0,0,0,176,0,0,0,0,8,2008,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,116900
70,59.0,10690,0,1,4,5,7,1920,1997,0.0,2,1,3,3,4,4,456,6,0,216,672,1,1,672,672,0,1344,0,0,1,0,3,1,2,6,0,0,6,3,1,3,0,0,128,218,0,0,0,0,7,2009,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,147000
60,70.06040268456375,11616,1,1,4,6,5,1978,1978,328.0,2,2,3,1,3,4,438,6,0,234,672,2,1,672,714,0,1386,0,0,2,1,3,1,2,6,0,3,2,1,2,3,0,335,0,0,0,0,0,0,4,2010,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,158900
20,60.0,7200,0,1,1,5,7,1955,2007,0.0,2,2,5,5,5,7,0,7,0,0,0,0,1,827,0,0,827,0,0,1,0,2,1,2,5,3,1,6,3,1,3,0,0,0,0,0,0,0,0,4,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,107500
20,92.0,11932,0,1,1,8,5,2007,2008,186.0,1,2,2,1,4,6,0,6,0,1580,1580,0,1,1580,0,0,1580,0,0,2,0,3,1,1,7,0,0,2,2,3,3,0,0,24,0,0,0,0,0,6,2008,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,235128
20,69.0,14850,1,1,1,5,5,1957,1957,0.0,2,2,3,1,4,4,895,6,0,197,1092,2,1,1092,0,0,1092,1,0,1,0,2,1,2,6,0,3,2,1,1,3,0,268,0,0,0,122,0,0,5,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,141000
60,102.0,11143,1,1,4,8,5,2004,2005,0.0,1,2,2,1,4,6,0,6,0,1580,1580,0,1,1580,886,0,2466,0,0,3,0,4,1,1,8,0,4,2,2,2,3,0,159,214,0,0,0,0,0,12,2007,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,340000
120,50.0,7175,0,1,1,6,5,1984,1984,0.0,2,2,2,1,4,2,623,5,121,0,744,2,1,752,0,0,752,1,0,1,0,2,1,2,4,0,0,2,3,1,3,0,353,0,0,0,90,0,0,2,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,125000
30,70.06040268456375,8854,0,1,2,6,6,1916,1950,0.0,2,2,3,1,4,6,0,6,0,952,952,3,0,952,0,0,952,0,0,1,0,2,1,3,4,0,4,6,3,1,4,1,0,98,0,0,40,0,0,5,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,121000
20,72.0,10007,1,1,1,5,7,1959,2006,54.0,1,2,3,1,4,2,806,6,0,247,1053,0,1,1053,0,0,1053,1,0,1,1,3,1,1,5,0,0,2,2,1,3,0,0,0,0,0,0,0,0,8,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,145500
60,64.0,8633,0,1,4,6,5,2005,2005,0.0,1,2,2,1,4,1,193,6,0,545,738,0,1,738,738,0,1476,1,0,2,1,3,1,1,7,0,0,2,1,2,3,0,100,35,0,0,0,0,0,2,2009,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,173500
